Date,Joke,Comedian,jokeID
1/26/16,"Jeb Bush joked in a new interview that he'd like to appear in a G-rated episode of the Showtime series 'Homeland' and would like his character to kill a terrorist with his bare hands. So, I think Jeb might be a little confused about what can be in a G-rated movie. Also, I don't think Donald Trump is technically a terrorist.",Seth Meyers,42395-5
1/26/16,"It's already the last week of January, which means we're just seven days away from the Iowa caucuses. It's that special season when we pretend to know what a caucus is. Even though we're so close, the GOP still hasn't rallied around one candidate. The two frontrunners, Cruz and Trump, of course, are known by their celebrity couple name, 'Crump.'",Stephen Colbert,42395-6
1/26/16,"Donald Trump still holds a commanding lead in national polls, so the GOP establishment is lining up behind him, to push him in front of a train.",Stephen Colbert,42395-7
1/27/16,"We're just a week away from the Iowa caucuses and all the candidates are doing whatever they can to appeal to voters. Donald Trump even went to a church service in Iowa over the weekend. You can tell he doesn't go to church much, 'cause he was like, 'I really like the part where they passed me the basket of free money.' ",Jimmy Fallon,42396-1
1/27/16,"Last night, CNN hosted a Democratic forum where Hillary Clinton said that if she's elected, she wants to work together with Republicans, and even said she'd give them all bear hugs. By bear hugs, she means like the ones you saw in 'The Revenant.'",Jimmy Fallon,42396-2
1/27/16,"Actually, last night Hillary Clinton said that candidates campaign in poetry and govern in prose, and said our country needs more poetry right now. Then she even had a poem prepared as an example of what she was talking about. Take a look at this. 'I'm a strong and inspiring female. I will pay attention to detail. This is my promise, I will be honest, except when it comes to my email.'",Jimmy Fallon,42396-3
1/27/16,"The Iowa caucuses are less than a week away. Then after that, the candidates can go back to ignoring Iowa completely. But for now, it's all they care about. It's weird we give so much attention to who Iowa picks. Since 1980, the Iowa caucus has predicted the Republican nominee incorrectly four times. They only got it right twice. You get better odds when you have a zoo animal predict the winner of the Super Bowl than these Iowa caucuses.",Jimmy Kimmel,42396-4
1/27/16,"But on CNN last night, they had what they call a town hall meeting, where the Democratic candidates try to woo the Iowa voters. The only clear winner of this debate-slash-meeting was the farmer who got 30 grand to let CNN park the satellite trucks in his corn field. My favorite part of the night was when Hillary put her hands around Bernie's throat and screamed, 'Why won't you die!'",Jimmy Kimmel,42396-5
1/27/16,"They took questions from the people in the audience. And someone asked Hillary who her favorite president was, and she said, 'With apologies to President Obama and my husband, Bill, my favorite is Abraham Lincoln.' And then Bernie Sanders said, 'Senator, I knew Abraham Lincoln. Abraham Lincoln was a friend of mine. And you, ma'am, are no Abraham Lincoln.'",Jimmy Kimmel,42396-6
1/27/16,"Martin O'Malley, who for some reason is still under the impression he's running for president, got some good shots in. But this was his big moment. During the Q&A portion, he said, 'I can't just sit here. I have to take off my jacket and stand up.' And he rolled up his sleeves and showed off his body. It's like 'Magic Martin.'",Jimmy Kimmel,42396-7
1/28/16,"Donald Trump, as you probably know, is refusing to take part in the debate on Fox News tomorrow night because Megyn Kelly, one of the moderators there, is someone he does not like. In fact, this morning he tweeted, 'I refuse to call Megyn Kelly a bimbo because that would not be politically correct. Instead I will only call her a lightweight reporter.' Well, that's considerate at least. By the way, he said that at 5:45 am. This is what he woke up thinking. This was in his brain at 5:45 - you have to hand it to him, Trump insults more women by 6:00 am than most people do all year.",Jimmy Kimmel,42397-1
1/28/16,"The reason that he doesn't like her - he claims Megyn Kelly is unfair, which makes sense. Fox News, you know, has a long and dark history of being unfair to Republicans.",Jimmy Kimmel,42397-2
1/28/16,"[Referring to Trump's decision not to attend Fox News debate] ""But, either way, I have to believe Jeb Bush is excited. It's like when the bully stays home sick from school. You get one day of not getting beat up.""",Jimmy Kimmel,42397-3
1/28/16,"Tonightly, rapper B.O.B goes on an anti-science Twitter spree, claiming the earth is flat. As a result, he's currently polling third in the Republican presidential race.",Larry Wilmore,42397-4
1/28/16,"Undocumented immigrants in Flint, Michigan, are being forced to drink lead-poisoned water. Or as Donald Trump calls it, 'Phase one.'",Larry Wilmore,42397-5
1/28/16,"Donald Trump announced that he is not going to participate in the Fox News debate tomorrow night. The other candidates are really excited to present their views in a serious yet respectful manner, which means they haven't been told that nobody's going to watch this one.",Jimmy Fallon,42397-6
1/28/16,"Trump says that he's not going to the Fox News debate because moderator Megyn Kelly is biased against him. And Trump has a right to be scared because usually when a younger, attractive woman disagrees with him, she ends up taking half his stuff.",Jimmy Fallon,42397-7
1/28/16,"Of course, the other candidates have some pretty strong opinions about Trump not being in the debate. Check it out. Ted Cruz said, 'Good.' Marco Rubio said, 'Good.' Ben Carson said, 'Good.' Rand Paul said, 'Good.' Finally, Chris Christie said, 'Food - I mean, good.'",Jimmy Fallon,42397-8
1/28/16,"Over at a town hall in Iowa, a voter asked Hillary Clinton how her views align with the Ten Commandments, and she said that, quote, 'In many areas, judgment should be left to God.' Then God was like, 'Okay, you really shouldn't have deleted all those emails. I'm just saying.'",Jimmy Fallon,42397-9
1/28/16,"Donald Trump's campaign released a statement announcing he will boycott tomorrow's debate, saying, 'Roger Ailes and Fox News think they can toy with him, but, Mr. Trump doesn't play games.' A statement that would carry a lot more weight if Trump hadn't literally hosted a game show.",Seth Meyers,42397-10
1/28/16,"Following Donald Trump's decision to boycott tomorrow's debate. Ted Cruz says Trump is afraid to face moderator Megyn Kelly, because if she asks him mean questions, his hair might stand on end. And that's a sight no one wants to see.",Seth Meyers,42397-11
1/28/16,"After Donald Trump's decision to boycott tomorrow's debate, Jeb Bush told Trump to stop whining. Although, I think what he meant to say was, 'Stop winning. Just stop winning.'",Seth Meyers,42397-12
1/28/16,"Dr. Ben Carson said today that although Donald Trump has announced he will boycott the debate, Carson wouldn't be surprised if he did show up. Then again, it's Ben Carson. He wouldn't be surprised if he was licked awake in the morning by a unicorn.",Seth Meyers,42397-13
1/28/16,A recent poll found that Donald Trump and Hillary Clinton have the most recognizable faces of the 2016 campaign. While Mike Huckabee and Chris Christie just have the most face.,Seth Meyers,42397-14
1/29/16,"Earlier tonight on Fox News - the Republican presidential debate without Donald Trump, which to quote the great crooner from the '80s, Orange Juice Jones, is kind of like Corn Flakes without the milk. ",Jimmy Kimmel,42398-1
1/29/16,"Trump, as you probably know, refused to appear in the debate because of a dispute he's having with Fox News and one of their hosts, Megyn Kelly. Trump has had a problem with Megyn Kelly ever since she followed him back to his cottage in the woods and found out his real name is Trumpelstiltskin.",Jimmy Kimmel,42398-2
1/29/16,"So he refused to be part of the broadcast tonight. He's like the kid who took his ball and went home, and he tweeted, 'The debate tonight will be a total disaster, low ratings with advertisers and advertising rates dropping like a rock. I hate to see this.' I'm sure it's really tearing him up inside to see it. If this were WWE, Donald Trump would have shown up in Iowa tonight with a mask and a folding chair and just started beating everyone over the head.",Jimmy Kimmel,42398-3
